Respondent ID,Response Date,Responses,Tags,Sentiment
118254321095,Feb 27 2023 12:54 PM,It doesn't make sense to me that the crumbling roadway (triple canteliever) repair continues to be delayed.  Truck weight is not being limited and I'm concerned it will collapse. ,Heavy truck traffic,Negative
118254315318,Feb 27 2023 12:48 PM,Crossing Hicks street is extremely precarious. Our children are at risk of being hit by drivers who go through lights while walking to schools. ,Pedestrian safety,Negative
118254286018,Feb 27 2023 12:18 PM,Reconnecting our community (Columbia Street) to the rest of our neighbors with a focus on pedestrian safety is critical. Our children are forced to traverse increasing dangerous and congested streets to get to school and access park space in the neighboring communities. This includes crossing highway on and off ramps to get to our local park (Van Voorhees). Our community has been neglected far too long as part of the BQE redevelopment process. ,Pedestrian safety,Negative
118254278727,Feb 27 2023 12:11 PM,"I will take it as given that you will replace the rusted-out girders and crumbling concrete.  Therefore, there are three priorities remaining:

1. Reduce truck traffic, in both frequency and size: (A) Ticket the oversize vehicles until they stop coming; (B) Establish disincentives for the regular trucks to switch onto local streets. These two policies will shield the infrastructure from excessive load and shield the neighborhoods from excessive noise and vibration.  Perhaps also: (C) Reduce the road to two lanes in each direction (i.e., leverage the power of ""induced demand"").

2. Improve the on-ramps and off-ramps. They are dangerously short and force tight turns. Honestly not too sure how you can find the room to do this in these heavily over-built sections of downtown Brooklyn but it is a priority nonetheless.

3. Cover up the trenches with a park. It will earn you good will, which you sorely lack now, plus create sponsorship opportunities to help defray costs.

","Reduce lanes, Heavy truck traffic, Enforcement, Green space, Planning advice",Positive
118254268857,Feb 27 2023 12:03 PM,We need a new solution. Our community in south cobble hill has been torn apart by Robert Moses. It’s time to repair this and join our communities. ,Hopeful,Negative
118254249153,Feb 27 2023 11:45 AM,"Less truck traffic exiting/entering the BQE on Atlantic Ave, cover the Cobble Hill trench with green space, safer/improved pedestrian access to Brooklyn Bridge park on Atlantic, car safety exiting the Northbound BQE Atlantic Ave off-ramp, less congestion backing up onto Atlantic Ave on the Northbound BQE on-ramp, fines for cars and trucks engaging in excessive horn honking.","Heavy truck traffic, Enforcement, Green space, Pedestrian safety",Negative
118254241917,Feb 27 2023 11:38 AM,"I live on hicks street over the trenched portion of bqe south, and the noise and air pollution are problems that could be avoided or at least mitigated by covering the trenched portion of the road.  Doing this would also allow for more open green space, and for better access from east of hicks to the water front, which would be great for local business and for the neighborhood generally. ","Air Pollution, Green space, Noise pollution, Close it",Negative
118254161951,Feb 27 2023 10:25 AM,Please restore 3rd lane to reduce traffic congestion ,Expand lanes,Positive
118254134491,Feb 27 2023 09:59 AM,We absolutely must reduce dependence on cars for individual transportation. This is a chance to do that. ,Alternative Transportation,Negative
118254112161,Feb 27 2023 09:36 AM,Please restore 3 line on both diractions,Expand lanes,Positive
118254106184,Feb 27 2023 09:31 AM,"The BQE runs through the predominantly low income neighbourhoods. Not only does it disturb the residents and make it unsafe for the youth in the community however, this BQE is rooted in a deep history in racism and it should be destroyed.  ",Close it,Negative
118254060231,Feb 27 2023 08:41 AM,In 2023 there is a way to restore 6 or more lanes and not compromising on safety and green space for the public. ,"Expand lanes, Green space",Negative
118254032876,Feb 27 2023 08:08 AM," restore the 3rd lane to reduce traffic 

Modify the lights by flushing Ave and white Ave exits to reduce traffic ","Expand lanes, Better exits",Negative
118254009763,Feb 27 2023 07:38 AM,Get back a 3’rd lane ,Expand lanes,Negative
118254000288,Feb 27 2023 07:25 AM,Please restore the 3rd lane in both directions ,Expand lanes,Negative
118253969182,Feb 27 2023 06:41 AM,Add a 3rd lane ,Expand lanes,Negative
118253830678,Feb 27 2023 02:37 AM,Please restore the 3rd lane in both directions ,Expand lanes,Negative
118253824596,Feb 27 2023 02:23 AM,Please restore the 3rd lane in both direction to reduce traffic congestion,"Potential duplicate, Expand lanes",Negative
118253806013,Feb 27 2023 01:45 AM,"Tell the locals the more traffic congestions, the more some drivers will use the local streets.",Traffic congestion,Negative
118253801018,Feb 27 2023 01:33 AM,Please restore the 3rd lane in both directions to reduce congestion ,"Expand lanes, Potential duplicate",Negative
118253796170,Feb 27 2023 01:22 AM,Please restore the 3rd lane on the BQE to reduce traffic congestion,"Expand lanes, Potential duplicate",Negative
118253796047,Feb 27 2023 01:22 AM,Please restore the 3rd lane of the BQE to reduce congestion ,"Potential duplicate, Expand lanes",Negative
118253790010,Feb 27 2023 01:10 AM,Please restore the 3rd lane.,Expand lanes,Negative
118253783768,Feb 27 2023 12:56 AM,2 lanes are just not enough to handle the traffic. We need the 3rd lane restored asap,Expand lanes,Negative
118253779112,Feb 27 2023 12:44 AM,more lanes,Expand lanes,Negative
118253765102,Feb 27 2023 12:10 AM,Put back the 3rd lane that was closed on both directions ,Expand lanes,Negative
118253763035,Feb 27 2023 12:05 AM,Please restore the 3rd lane,Expand lanes,Negative
118253759798,Feb 26 2023 11:57 PM,Put back the 3rd lane ,Expand lanes,Negative
118253756755,Feb 26 2023 11:50 PM,Restore 3rd lane in both directions ,Expand lanes,Negative
118253755788,Feb 26 2023 11:48 PM,Please restore the 3rd lane in both directions to reduce traffic congestion ,"Potential duplicate, Expand lanes",Negative
118253755439,Feb 26 2023 11:47 PM,Pls restore the 3rd lane in both directions to reduce traffic congestion ,"Expand lanes, Potential duplicate",Negative
118253754356,Feb 26 2023 11:44 PM,Simply just fix it,Hopeful,Positive
118253753360,Feb 26 2023 11:42 PM,To restore the 3rd lane ,Expand lanes,Negative
118253749852,Feb 26 2023 11:34 PM,"To restore back the 3th lane how it used to be, to reduce it to 2 lanes is only making traffic worse in the whole neighborhood ",Expand lanes,Negative
118253749609,Feb 26 2023 11:33 PM,"It is a ridiculous,  & dumb idea to reduce it to 2 lanes, all it accomplishes it creates  traffic, & more pollution. 
NYC DOT, is trying  to appease  the bikers, & TOTALLY  disregarding everybody else",Expand lanes,Negative
118253749064,Feb 26 2023 11:32 PM,Please restore the 3rd lane in both direction to reduce traffic congestion,"Potential duplicate, Expand lanes",Negative
118253748070,Feb 26 2023 11:30 PM,Restore the 3rd lane to cut down on congestion. ,Expand lanes,Negative
118253747655,Feb 26 2023 11:29 PM,Please restore the 3rd lane to ease traffic in both ways ,Expand lanes,Negative
118253747968,Feb 26 2023 11:29 PM,Please restore the 3rd lane in both direction to reduce traffic congestion,"Expand lanes, Potential duplicate",Negative
118253747195,Feb 26 2023 11:27 PM,Please restore the 3rd lane on both directions on the BQE to reduce traffic congestion ,"Expand lanes, Potential duplicate",Negative
118253746463,Feb 26 2023 11:26 PM,Please restore the three lanes on both directions To reduce the traffic congestion,"Expand lanes, Potential duplicate",Negative
118253746711,Feb 26 2023 11:26 PM,Please restore the 3rd lane in both direction to reduce traffic congestion.,"Expand lanes, Potential duplicate",Negative
118253743633,Feb 26 2023 11:19 PM,Back to 3 lane both directions ,Expand lanes,Negative
118253742593,Feb 26 2023 11:16 PM,Please restore 3 Lane both directions to reduce traffic,Expand lanes,Negative
118253741378,Feb 26 2023 11:13 PM,Please restore the 3rd lane in both direction to reduce traffic congestion,"Expand lanes, Potential duplicate",Negative
118253740924,Feb 26 2023 11:12 PM,Please restore the 3rd lane in both directions to reduce traffic congestion ,"Expand lanes, Potential duplicate",Negative
118253740834,Feb 26 2023 11:12 PM,Please restore the 3rd lane in both directions to reduce congestion ,"Potential duplicate, Expand lanes",Negative
118253740688,Feb 26 2023 11:12 PM,Plain and simple closed for no good reason ,Close it,Positive
118253739530,Feb 26 2023 11:09 PM,Please restore the 3rd lane in both direction to reduce traffic congestion,"Expand lanes, Potential duplicate",Negative
118253738951,Feb 26 2023 11:08 PM,Please open back up the 3th lane it’s a disaster ,Expand lanes,Negative
118253738434,Feb 26 2023 11:06 PM,Pls restore 3 lanes,Expand lanes,Negative
118253738158,Feb 26 2023 11:06 PM,Fill the potholes ,Road surface improvements,Negative
118253737670,Feb 26 2023 11:05 PM,Please restore 3rd lane to reduce congestion ,Expand lanes,Negative
118253736492,Feb 26 2023 11:02 PM,Please restore to 3rd lane on both directions ,Expand lanes,Negative
118253736046,Feb 26 2023 11:01 PM,To much traffic ,Traffic congestion,Negative
118253735921,Feb 26 2023 11:00 PM,Please restore the third lane to reduce congestion,Expand lanes,Negative
118253735515,Feb 26 2023 11:00 PM,Please restore the third lane in both directions to relieve congestion.,Expand lanes,Negative
118253735492,Feb 26 2023 11:00 PM,"Please restore the 3rd lane and if possible ad a 4th, in both directions to reduce traffic and pollution ",Expand lanes,Negative
118253735499,Feb 26 2023 10:59 PM,Please restore the 3rd lane  its just killing my buissnes ,Expand lanes,Negative
118253734860,Feb 26 2023 10:58 PM,Yes please restore the 3rd lane in both directions to reduce traffic congestion ,Expand lanes,Negative
118253734876,Feb 26 2023 10:58 PM,Please restore the 3rd lane in both direction to reduce traffic congestion,Expand lanes,Negative
118253734772,Feb 26 2023 10:57 PM,Restore the 3rd lane ,Expand lanes,Negative
118253734461,Feb 26 2023 10:57 PM,Please restore the 3rd lane in both directions which that is a direct cause for the traffic congestion ,Expand lanes,Negative
118253651172,Feb 26 2023 07:34 PM,Keep express bus lanes open all day,Alternative Transportation,Negative
118253616508,Feb 26 2023 05:50 PM,"Cutting down the number of lanes in the BQE under the Brooklyn height promenade has created insane traffic at all times of day, increased congestion in surrounding neighborhoods and decreased the quality of my life. It’s an insane non-solution to a major problem that indicates incredible disfunction in  how the city addresses problems.",Expand lanes,Negative
118253606002,Feb 26 2023 05:15 PM,Add another lane and get rid of the shoulder next to the Brooklyn bridge park ,Expand lanes,Negative
118253605896,Feb 26 2023 05:15 PM,Add an extra lane ,Expand lanes,Negative
118253605187,Feb 26 2023 05:13 PM,"I want more lanes on the triple cantilever because the traffic is absolutely disgusting,vile, unbearable and is leading me to potentially leave New York even as a model citizen and tax payer. It shouldn’t take 1 hour to get to Brooklyn from Brooklyn",Expand lanes,Negative
118253570534,Feb 26 2023 03:20 PM,"The only access to McCarren and McGolrick parks from my neighborhood requires a walk under the BQE. It’s dark, noisy, and extremely dirty. It would be good for any upgrade to include quieter, cleaner, greener, and brighter crossing options in certain areas (Graham, Lorimer, Union, Metropolitan).","Better lighting, Clean litter, Noise pollution",Negative
118253490601,Feb 26 2023 11:30 AM,n/a,Unrelated comment,Unknown
118253262612,Feb 25 2023 11:49 PM,Put back 3 lanes ,Expand lanes,Negative
118253261747,Feb 25 2023 11:45 PM,It is absolutely essential to reduce the traffic on the BQE. The ideal outcome would be to make it trucks-only. But the absolute minimum would be to have 2 lanes at most. The idea to make it a 3 lane highway in each direction is simply beyond the pale. I would have hoped that the concept of induced demand would be familiar to traffic planners by now.,"Heavy truck traffic, Reduce lanes",Negative
118253186918,Feb 25 2023 06:56 PM,"Open the lanes to allow traffic to flow, fix the damn promenade",Expand lanes,Negative
118253090020,Feb 25 2023 01:51 PM,"The best option for the local community would be for it to be removed and replaced with public housing, which North Brooklyn desperately needs.

If that cannot happen, I think Meeker Avenue needs to be entirely redesigned in such a way that it slows traffic dramatically. ",Close it,Negative
118253044842,Feb 25 2023 11:58 AM,Continue having under bridge open for free parking. Place some lights ,"Better lighting, Add parking",Negative
118253031163,Feb 25 2023 11:27 AM,"The BQE is important part of driving around NYC for myself and others like my co-workers, friends and family, I think the best thing for the BQE is to keep the path and just repair make the repairs necessary for the structure to endure many more years.","Road surface improvements, Don't close it",Negative
118252985184,Feb 25 2023 09:46 AM,"Improve usage of space under BQE. Similar to FDR drive, outdoor gym might be good, better bicycle lane connections. 
Cleaner and greener space. ","Clean litter, Green space",Negative
118252970449,Feb 25 2023 09:13 AM,Wide it and add more lanes. ,Expand lanes,Negative
118252959495,Feb 25 2023 08:47 AM,"NYC has a unique responsibility to re-imagine this type of infrastructure (urban highway), whose original vision was crafted and piloted right here by R. Moses, and spread around the planet like wildfire.",Close it,Negative
118252959038,Feb 25 2023 08:46 AM,Open the 3rd lane from both side ,Expand lanes,Negative
118252955335,Feb 25 2023 08:37 AM,"All that space under the BQE (sunset park section) - there has got to be something better to do with that than parking, hopefully something that could reduce the pedestrian/cyclist deaths along 3rd ave","Cyclist Safety, Pedestrian safety",Negative
118252949184,Feb 25 2023 08:24 AM,Off/on ramps need to be longer/safer. Especially in Sunset Park.,"Better entrances, Better exits",Negative
118252941478,Feb 25 2023 08:05 AM,Remove the trucks and give them another route ,Heavy truck traffic,Negative
118252934350,Feb 25 2023 07:46 AM,"Ideally, I would like for the entire BQE to be ripped up and not replaced in its current form. However, to the extent possible, the Trench parts of the BQE should be covered up and parks and buildings should be placed on top. ","Close it, Green space",Negative
118252902609,Feb 25 2023 06:26 AM,"We need to be designing to mitigate emissions and reduce air and noise pollution for residents as much as possible. We need to increase permeable surfaces and reduce urban heat island effect and storm surge flooding wherever and whenever we can, as soon as we can. We must. . ","Air Pollution, Noise pollution",Negative
118252739483,Feb 24 2023 11:24 PM,"Handicap parking.
Clean it up.","Clean litter, Add parking",Negative
118252724798,Feb 24 2023 10:51 PM,"The population of 5 boroughs has enormously increased in the past 2 years and the very old public accommodation is way behind enough to serve everyone living here in NYC. The BQE is the worst highway in NYC due to its poor conditions and poor road design but it’s a very important highway connecting Queens and Brooklyn. Millions of businesses and families are relying on this connection for making basic living. As the most modern city in the world, it’s shame to see the city is not improving its basic infrastructure to make it convenient for its hard working people. Instead, the city is making it harder for businesses and people to drive and to get to their destinations. Limiting lanes or collecting fees don’t help to improve the situation but will force the businesses or families to move out of NYC because of the none user friendly policies. NYC should expand the BQE and closely monitoring the traffic safety. Since more people are driving electric vehicles, it’s more quiet and greener than ever. We should reward people who drive electric vehicles with more incentives which will encourage more people to get EV and furthermore it will make our environment greener. ","Expand lanes, Traffic safety",Negative
118252716398,Feb 24 2023 10:30 PM,Freight trucks dominate the BQE and make transportation across Brooklyn a terrible experience,Heavy truck traffic,Negative
118252715197,Feb 24 2023 10:26 PM,"I just have really harrowing experiences along both Flushing Ave (segment #3, North) and crossing Prospect Av along 3 Av (segment #2, South), which are both horrible places to bike.","Pedestrian safety, Cyclist Safety",Negative
118252710898,Feb 24 2023 10:14 PM,Enact congestion pricing. It has decreased traffic in cities who implemented it and there was no increase in traffic to outlying neighborhoods. ,Congestion pricing,Negative
118252705746,Feb 24 2023 10:00 PM,Don't destroy it.  Fix it.  ,Don't close it,Positive
118252702197,Feb 24 2023 09:53 PM,"Whatever is happening at the triple cantilever, the local streets in red hook and Columbia heights are completely jammed all the time. ",Traffic congestion,Negative
118252693604,Feb 24 2023 09:30 PM,It sucks shit.,Unrelated comment,Negative
118252690862,Feb 24 2023 09:23 PM,Tired of the myth that bqe users are overwhelmingly going to Manhattan. Tired of “all stick no carrot” view of drivers. Tired of unwillingness to take deep dive into drivers of induced demand. ,Pessimistic,Negative
118252684096,Feb 24 2023 09:06 PM,Change it to a new above ground transit line and remove lanes ,"Alternative Transportation, Reduce lanes",Negative
118252681894,Feb 24 2023 09:01 PM,Reduce the Uber Lyft traffic please.,Rideshare comments,Negative
118252677256,Feb 24 2023 08:49 PM,"The BQE is awful. Pollution, noise, congestion, unsafe for drivers and pedestrians/bikes. Breaks apart neighborhoods. Causes asthma. 

It should be completely torn down and replaced with much smaller surface streets, housing and parks.  ",Close it,Negative
118252654405,Feb 24 2023 07:55 PM,Add an additional lane for vehicular traffic and strictly enforce laws against scooter traffic.,"Expand lanes, Enforcement",Negative
118252650818,Feb 24 2023 07:47 PM,Please expand it!!! So that motorist can get to their destinations in a more expeditious manner!,Expand lanes,Negative
118252650477,Feb 24 2023 07:47 PM,I think a boulevard or buried highway in lieu of an elevated or open-cut highway would be a good solution (like what you did with the Sheridan),Tunnel,Negative
118252646205,Feb 24 2023 07:37 PM,The intersection at Atlantic and pier 6 is extremely dangerous with trucks careening on and off the BQE. ,Dangerous driver behavior,Negative
118252619735,Feb 24 2023 06:46 PM,Clean the sewers so the water doesn't overflow into the street,Clean litter,Negative
118252594647,Feb 24 2023 06:07 PM,The three lanes of BQE central need to be restored so that the bottleneck disappears. It adds a lot of time to my commute that cannot be completed via public transportation,Expand lanes,Negative
118252560882,Feb 24 2023 05:15 PM,Current state of disrepair is concerning ,Pessimistic,Negative
118252536819,Feb 24 2023 04:44 PM,Please add lanes again. We need more highways. ,Expand lanes,Negative
118252521190,Feb 24 2023 04:27 PM,More lanes,Expand lanes,Negative
118252516574,Feb 24 2023 04:21 PM,Add back the lane that was removed we need 3+ lanes each side,Expand lanes,Negative
118252513933,Feb 24 2023 04:17 PM,Give back the lane that you took off a few years ago,Expand lanes,Negative
118252508857,Feb 24 2023 04:10 PM,The two one project is absurd stupidity making the horrible BQE worse,Expand lanes,Negative
118252499211,Feb 24 2023 03:56 PM,cant improve it! tear the whole thing down and build a tunnel!!!,"Close it, Tunnel",Negative
118252445395,Feb 24 2023 02:46 PM,"Traffic on the BQE is a nightmare with only two lanes by cadman plaza, this needs to be resolved","Expand lanes, Traffic congestion",Negative
118252429260,Feb 24 2023 02:27 PM,Need to bring back the 3 lanes on the BQE,Expand lanes,Negative
118252411350,Feb 24 2023 02:06 PM,"I live right on the Greenpoint/Williamsburg Viaduct. From the noise to the vibrations in my bed, it’s quite a facet of our daily life. The night I moved in, overlooking my balcony a rim flew off the highway and landed on meeker. Very scary and now as I live my day to day life I’m scared something is going to fall over. I wish it was more quiet and wouldn’t shake my building. Ultimately I will have to move but unfortunate for the people who can’t get up and move so easily. ","Noise pollution, Pedestrian safety",Negative
118252345389,Feb 24 2023 12:52 PM,Make more lanes ASAP a way what took me 15 minutes takes me now a hour,Expand lanes,Negative
118252321310,Feb 24 2023 12:28 PM,"It is important to remember that the number of people in NYC increased substantially in the past number of years.  Although the City is trying to push bikes and mass transit, it is just not practical for everyone.  Also, buses use the BQE as well.  Families traveling or employees carpooling together.  So the option of making a 3 lane to a 2 lane is just not a practical option at all.",Expand lanes,Negative
118252320363,Feb 24 2023 12:27 PM,Like try do in Europe the BQE should be provided with glass noise reduction panels on the side of the road!,"Planning advice, Noise pollution",Positive
118252302693,Feb 24 2023 12:09 PM,"Reckless driving on Meeker Ave under the BQE is out of control and is unsafe for pedestrians, bikers, etc. I never seen any enforcement for drivers running red lights, speeding, have obstructed plates or no plates at all.","Cyclist Safety, Enforcement, Pedestrian safety, Dangerous driver behavior",Negative
118252289219,Feb 24 2023 11:57 AM,I have lived through construction  projects  on the BQE section below Sands St between Hamilton Av & Atlantic Av but seems like never ending. It's frustrating  seating in traffic  every single day.,Traffic congestion,Negative
118252274824,Feb 24 2023 11:41 AM,"Better lighting, more greenery and public art, less litter and garbage under the BQE in Sunset Park","Better lighting, Green space",Positive
118252252622,Feb 24 2023 11:17 AM,closing one lane instead of actually fixing it made everything so much worse,Expand lanes,Negative
118252241954,Feb 24 2023 11:07 AM,add more lanes.  and separate/protected exit lanes so cars cant cut in to a line of exiting vehicles waiting patiently... which causes traffic and accidents.,"Expand lanes, Confusing merges",Negative
118252188196,Feb 24 2023 10:10 AM,"Yeah, get rid of all the trailers of people living under it! It's a shit hole! 
Pigeon shit everywhere! 
The traffic lights are fucked! Whoever designed this system is a complete idiot! ",Trailers under BQE,Negative
118252174998,Feb 24 2023 09:55 AM,More driving lanes,Expand lanes,Positive
118252166571,Feb 24 2023 09:46 AM,"Overall, we need to improve mobility across the city and the only way I see that being done is by reducing our dependency on cars/driving, while increasing free green space and making our city more accessible for ALL people to get around sans car (whether that be in a wheelchair, walking, on bike, with a stroller etc.). Driving is the worst way to get around this city for the every day New Yorker and the BQE is an example of how far behind we are. We take the express bus into Manhattan and it makes no sense that we are stuck in traffic with mostly single occupancy vehicles. The 'express' lane is anything but express and if the BQE remains in its current form, public transit should be prioritized over cars. We're looking for a new bold vision for the BQE. ",Alternative Transportation,Negative
118252161136,Feb 24 2023 09:41 AM,The traffic is currently horrendous. I drive this area almost daily. ,Traffic congestion,Negative
118252160810,Feb 24 2023 09:41 AM,Terrible traffic,Traffic congestion,Negative
118252143842,Feb 24 2023 09:21 AM,The more lanes the quicker the drive. Also a tunnel wud not be a bad idea. The boring company offers that,"Tunnel, Expand lanes",Positive
118252133576,Feb 24 2023 09:09 AM,"DOT shouldn't be reducing lanes, they should be adding lanes. ",Expand lanes,Negative
118252126523,Feb 24 2023 09:00 AM,more highway lanes add a toll and more lanes and a HOV lane,"Passenger toll, Expand lanes",Positive
118252119077,Feb 24 2023 08:51 AM,Remove mcguiness it's deadly.,Reduce lanes,Negative
118252095854,Feb 24 2023 08:19 AM,enforce weight limits already in place,Heavy truck traffic,Positive
118252075434,Feb 24 2023 07:53 AM,It cuts right down the middle of our community (Williamsburg) and causes air and noise pollution. I strongly believe the bqe should be capped particularly the Williamsburg trench. This would reduce air pollution and noise and give us more community space ,"Air Pollution, Green space, Noise pollution, Close it",Positive
118252046532,Feb 24 2023 07:10 AM,Don’t remove parking,Don't remove parking,Negative
118252030046,Feb 24 2023 06:45 AM,"As a pedestrian, passing under the BQE on 3rd Ave is a strong psychological barrier. It's wide, loud, filthy, smelly, and feels more accident-prone than other streets. Also, the blocks on the west side of the BQE are much more car-centric than the blocks to the east, so I don't think this is a unique feeling I have. The blocks to the west, the sidewalks are covered with parked cars and vans, broken glass, and motor oil. Those blocks need to be cleaned up for pedestrians. I'd also like to see a Greenway connecting Sunset Park to Bush Terminal Park. And outside of that Greenway, some trees.

As for the north/south travel experience, it would be great to add a proper Greenway running n/s. ","Protected bike lanes, Clean litter, Air Pollution, Pedestrian safety, Noise pollution",Negative
118252026017,Feb 24 2023 06:38 AM,To aide those who volunteer in trying to clean up the garbage which is an eyesore even though I’m in my car. ,Clean litter,Negative
118252019524,Feb 24 2023 06:26 AM,Junction 31 leading to wythe/Kent Ave is a disaster all the time and dangerous as people try to join and block lanes. It needs dramatic overhaul/improvement ,Confusing merges,Negative
118252013176,Feb 24 2023 06:16 AM,Pave under highway and paint parking spaces,Road surface improvements,Positive
118251953879,Feb 24 2023 04:33 AM,"yes. We need about 3 more lanes. We probably need another highway, or maybe new lanes can be built alongside it.",Expand lanes,Negative
118251842560,Feb 24 2023 01:21 AM,Make it 3 lanes again to reduce traffic ,Expand lanes,Negative
118251802275,Feb 23 2023 11:52 PM,"less merging lanes would make it a smoother ride
re-establish the 3rd lane on the road","Expand lanes, Confusing merges",Positive
118251795737,Feb 23 2023 11:41 PM,The new warehouses are hot mess and are creating traffic chaos. Hoping this gets resolved,Traffic congestion,Negative
118251787724,Feb 23 2023 11:29 PM,"Take away the silly, useless meter parking.  Fix the new lights that have caused more congestion than necessary.  Reduce the extended useless sidewalks.  ","Don't remove parking, Traffic congestion, Fix traffic lights",Negative
118251781179,Feb 23 2023 11:15 PM,"On a positive note, there are less homeless folks living under expressway overpass.",Trailers under BQE,Positive
118251780617,Feb 23 2023 11:14 PM,Traffic laws constantly ignored by drivers to the detriment of pedestrians.,"Dangerous driver behavior, Pedestrian safety",Negative
118251766608,Feb 23 2023 10:49 PM,The pollution from trucks and freight on 3rd avenue is disgusting. We need more trees and greenery along the BQE. ,"Air Pollution, Green space",Negative
118251761662,Feb 23 2023 10:37 PM,Additional crossing guards,Pedestrian safety,Positive
118251760780,Feb 23 2023 10:35 PM,Really really improve the traffic and not just ask about it and tease us open the prospect park for some hours to get some traffic off the highway ,Traffic congestion,Negative
118251746398,Feb 23 2023 10:04 PM,Do NOT reduce lanes. That will cause MORE congestion. ,Expand lanes,Negative
118251744155,Feb 23 2023 09:59 PM,"Why is the underside of it so ugly along park ave
",BQE Underpass,Negative
118251743757,Feb 23 2023 09:58 PM,would like to have safer on-ramps that merge into traffic better; would like to have the BQE expand to be two layers at least 5 lanes in each direction to reduce neighborhood local traffic; would like most to all of it be tunneled under the city and to enable it to handle flood waters for the neighborhoods,"Expand lanes, Tunnel, Better entrances, Confusing merges",Positive
118251737670,Feb 23 2023 09:45 PM,You can’t just close lanes (around exit 27) without doing any actual work. It has destroyed Columbia street and there is no end in sight.,Expand lanes,Negative
118251722504,Feb 23 2023 09:15 PM,"This road is a major artery of brooklyn. It needs to flow. The vision will likely consist of less space for cars forcing traffic onto other routes. 

Heading north, it quickly goes from 2 lanes to three lanes to two lanes in a manner that manufactures traffic at each merger. 
","Expand lanes, Confusing merges",Negative
118251701707,Feb 23 2023 08:36 PM,Transportation which will service the communities and provide an environment to improve the health and well being of the people living in the areas.,Alternative Transportation,Positive
118251698723,Feb 23 2023 08:30 PM,"I would like to be able to use the bike lanes under the bqe in the north section, but the crossings underneath the overpass are super unsafe. ",Cyclist Safety,Negative
118251691591,Feb 23 2023 08:17 PM,There is no safe bicycle connection from Kosciusko bridge to the new bike paths under the BQE. Meeker Avenue is designed as a mini-freeway underneath the actual freeway. ,"Protected bike lanes, Cyclist Safety",Negative
118251682259,Feb 23 2023 08:00 PM,Traffic congestion greatly increased due to the elimination of a vehicle lane and implementation of a bike lane on the westbound side of the Brooklyn Bridge.,Traffic congestion,Negative
118251678568,Feb 23 2023 07:54 PM,The space below could be used for many quality community purposes ,BQE Underpass,Negative
118251662418,Feb 23 2023 07:24 PM,It’s terrible. ,Unrelated comment,Negative
118251626355,Feb 23 2023 06:20 PM,"the major crossings at Vendervoort Ave, McGuinness, and Metropolitan Ave are essential to autos, bicycles, and pedestrians. They need to be re-envisioned to make them safer for bicycles and pedestrians","Cyclist Safety, Pedestrian safety",Negative
118251568446,Feb 23 2023 04:54 PM,The absence of real pedestrian safety along Hicks St. has been a hazard for pedestrians for years and only band aid solutions have been offered. Also bring back the B71 bus so our neighborhood can easily get to Park Slope and Crown Heights and vice versa. ,"Alternative Transportation, Pedestrian safety",Negative
118251515887,Feb 23 2023 03:49 PM,Traffic and safety issues can’t across the BQE without them trying to run you over and down.,Pedestrian safety,Negative
118251504409,Feb 23 2023 03:33 PM,"Enforce the HOV lanes, extended hours for HOV lanes",HOV Lanes,Negative
118251491738,Feb 23 2023 03:16 PM,The reduction to two lanes is really a disaster. People don’t follow it and this makes it worse. ,"Enforcement, Expand lanes",Negative
118251490257,Feb 23 2023 03:14 PM,"The area in between the north and south areas of the BQE by the Brooklyn bridge, etc seems a bit unsafe with the way people drive. If there wasn’t as much congestion there it would be safer. I do NOT believe added fees or tolls will solve that. ","Traffic congestion, Dangerous driver behavior",Negative
118251473967,Feb 23 2023 02:55 PM,I watched the explanation video and still don’t fully understand what this project is about,Unclear on project,Negative
118251454907,Feb 23 2023 02:33 PM,"Exits, especially #31 need to be improved.  It's extremely congested with Uber vehicles cutting the line. ","Dangerous driver behavior, Confusing merges",Negative
118251444457,Feb 23 2023 02:20 PM,A trip that used to take me 25 minutes now takes over an hour. I generally end up taking streets which doubles the time. ,Traffic congestion,Negative
118251410738,Feb 23 2023 01:42 PM,"If necessary for weight control, get rid of trucks.",Heavy truck traffic,Negative
118251401910,Feb 23 2023 01:32 PM,Put it underground or in a tunnel so the noise is gone and away from the public eye,"Close it, Tunnel, Noise pollution",Negative
118251392730,Feb 23 2023 01:21 PM,Create many more lanes to accommodate people using the highway ,Expand lanes,Negative
118251388124,Feb 23 2023 01:16 PM,"Since the changes implemented last year, congestion got worse.",Traffic congestion,Negative
118251385678,Feb 23 2023 01:13 PM,Re-open the road in Prospect Park which will reduce some traffic on the BQE. Limit road blockage on Hicks St approaching Atlantic Ave during rush hours,"Expand lanes, Reopen Prospect Park road",Negative
118251368475,Feb 23 2023 12:54 PM,Please fix it and bring back the 3rd lane.,Expand lanes,Negative
118251368493,Feb 23 2023 12:54 PM,PLEASE IMPROVE THE SITUATION BY ADDING LOTS OF LANES. THANK YOU,Expand lanes,Negative
118251353371,Feb 23 2023 12:38 PM,The traffic has increased making it difficult to get to Manhattan. I have a family member with a disability and public transportation isn’t an option. ,Traffic congestion,Negative
118251344851,Feb 23 2023 12:28 PM,"Areas underneath the North viaduct are an eyesore, not safe for pedestrians, and need to be improved. ",Pedestrian safety,Negative
